order_id,order_date,requested_delivery_date,actual_delivery_date,depot,customer_id,channel,distance_km,sku_id,sku_name,brand,sugar_type,pack_format,ordered_cases,delivered_cases,on_time,in_full,otif,failure_reason,net_realization_per_case,contrib_margin_per_case,shortfall_cases,lost_revenue_inr,lost_margin_inr
SO252829,2026-04-29,2026-05-01,2026-05-03,BLR-North,CUST1215,General-Trade,22.0,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,28,11,0,0,0,Packaging (aluminium can) unavailability,470,150,17,7990,2550
SO252830,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1193,General-Trade,41.6,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,34,17,1,0,0,Packaging (aluminium can) unavailability,500,150,17,8500,2550
SO252831,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1214,General-Trade,41.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,19,9,1,0,0,Packaging (aluminium can) unavailability,470,150,10,4700,1500
SO252832,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1231,Modern-Trade,28.6,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,19,19,1,1,1,None,430,132,0,0,0
SO252833,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1398,Modern-Trade,13.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,10,3,1,0,0,Packaging (aluminium can) unavailability,520,160,7,3640,1120
SO252834,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1448,Quick-Commerce,42.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,3,2,1,0,0,Packaging (aluminium can) unavailability,540,168,1,540,168
SO252835,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1157,General-Trade,8.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,31,31,1,1,1,None,350,100,0,0,0
SO252836,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1518,Quick-Commerce,33.6,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,14,5,1,0,0,Packaging (aluminium can) unavailability,520,160,9,4680,1440
SO252837,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1194,Quick-Commerce,17.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,6,3,1,0,0,Packaging (aluminium can) unavailability,540,168,3,1620,504
SO252838,2026-04-29,2026-04-30,2026-05-01,BLR-North,CUST1421,Quick-Commerce,26.6,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,2,0,0,0,Packaging (aluminium can) unavailability,540,168,2,1080,336
SO252839,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1263,Quick-Commerce,31.2,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO252840,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1117,General-Trade,12.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,50,50,1,1,1,None,350,100,0,0,0
SO252841,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1063,General-Trade,20.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,2,1,1,0,0,Packaging (aluminium can) unavailability,540,168,1,540,168
SO252842,2026-04-29,2026-04-30,2026-05-02,BLR-South,CUST1154,Quick-Commerce,35.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,0,1,0,Route / traffic delay,360,104,0,0,0
SO252843,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1214,General-Trade,41.9,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,33,33,1,1,1,None,450,138,0,0,0
SO252844,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1437,Modern-Trade,27.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,23,23,1,1,1,None,350,100,0,0,0
SO252845,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1098,Quick-Commerce,29.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,3,1,1,0,0,Packaging (aluminium can) unavailability,520,160,2,1040,320
SO252846,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1194,Quick-Commerce,17.2,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,10,4,1,0,0,Packaging (aluminium can) unavailability,520,160,6,3120,960
SO252847,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1413,HoReCa,44.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,15,15,1,1,1,None,350,100,0,0,0
SO252848,2026-04-29,2026-05-01,2026-05-02,BLR-South,CUST1166,General-Trade,33.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,104,104,0,1,0,Late dispatch from DC,360,104,0,0,0
SO252849,2026-04-29,2026-05-01,2026-05-02,BLR-East,CUST1240,General-Trade,40.6,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,0,1,0,Route / traffic delay,350,100,0,0,0
SO252850,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1209,Modern-Trade,36.6,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,6,6,1,1,1,None,430,132,0,0,0
SO252851,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1050,Quick-Commerce,29.0,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,5,5,1,1,1,None,450,138,0,0,0
SO252852,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1162,Quick-Commerce,11.4,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,7,7,1,1,1,None,430,132,0,0,0
SO252853,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1098,Quick-Commerce,29.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,6,6,1,1,1,None,350,100,0,0,0
SO252854,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1185,General-Trade,23.8,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,4,1,1,0,0,Packaging (aluminium can) unavailability,470,150,3,1410,450
SO252855,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1119,General-Trade,25.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,56,56,1,1,1,None,360,104,0,0,0
SO252856,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1320,HoReCa,4.3,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO252857,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1430,HoReCa,35.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,15,8,1,0,0,Packaging (aluminium can) unavailability,540,168,7,3780,1176
SO252858,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1459,General-Trade,9.5,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,24,11,1,0,0,Packaging (aluminium can) unavailability,540,168,13,7020,2184
SO252859,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1506,Modern-Trade,20.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,13,13,1,1,1,None,430,132,0,0,0
SO252860,2026-04-29,2026-05-01,2026-05-03,BLR-South,CUST1016,General-Trade,4.8,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,36,18,0,0,0,Packaging (aluminium can) unavailability,500,150,18,9000,2700
SO252861,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1250,General-Trade,27.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,12,12,1,1,1,None,350,100,0,0,0
SO252862,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1357,General-Trade,21.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,14,14,1,1,1,None,360,104,0,0,0
SO252863,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1292,HoReCa,22.2,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,6,3,1,0,0,Packaging (aluminium can) unavailability,470,150,3,1410,450
SO252864,2026-04-29,2026-05-01,2026-05-02,BLR-North,CUST1368,Modern-Trade,24.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,30,30,0,1,0,Vehicle unavailability,360,104,0,0,0
SO252865,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1225,HoReCa,20.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,19,19,1,1,1,None,360,104,0,0,0
SO252866,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1220,Modern-Trade,6.5,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,10,10,1,1,1,None,350,100,0,0,0
SO252867,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1167,General-Trade,38.9,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,19,19,1,1,1,None,350,100,0,0,0
SO252868,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1057,General-Trade,44.3,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,18,8,1,0,0,Packaging (aluminium can) unavailability,500,150,10,5000,1500
SO252869,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1181,HoReCa,21.8,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,6,6,1,1,1,None,360,104,0,0,0
SO252870,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1177,HoReCa,25.2,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,13,4,1,0,0,Packaging (aluminium can) unavailability,470,150,9,4230,1350
SO252871,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1016,General-Trade,4.8,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,23,17,1,0,0,Order/picking error,360,104,6,2160,624
SO252872,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1102,Quick-Commerce,42.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,2,1,0,0,Packaging (aluminium can) unavailability,540,168,2,1080,336
SO252873,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1189,Quick-Commerce,12.5,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,15,5,1,0,0,Packaging (aluminium can) unavailability,520,160,10,5200,1600
SO252874,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1162,Quick-Commerce,11.4,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,2,1,1,0,0,Packaging (aluminium can) unavailability,540,168,1,540,168
SO252875,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1031,HoReCa,4.7,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,12,12,1,1,1,None,430,132,0,0,0
SO252876,2026-04-29,2026-04-30,2026-05-01,BLR-North,CUST1139,Quick-Commerce,26.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,9,3,0,0,0,Packaging (aluminium can) unavailability,540,168,6,3240,1008
SO252877,2026-04-29,2026-05-01,2026-05-03,BLR-South,CUST1043,Modern-Trade,31.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,12,6,0,0,0,Packaging (aluminium can) unavailability,540,168,6,3240,1008
SO252878,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1225,HoReCa,20.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,9,9,1,1,1,None,350,100,0,0,0
SO252879,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1113,General-Trade,8.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,17,17,1,1,1,None,350,100,0,0,0
SO252880,2026-04-29,2026-05-01,2026-05-03,BLR-East,CUST1373,Modern-Trade,10.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,4,4,0,1,0,Route / traffic delay,350,100,0,0,0
SO252881,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1260,Quick-Commerce,7.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,3,3,1,1,1,None,430,132,0,0,0
SO252882,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1233,General-Trade,43.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,16,5,1,0,0,Packaging (aluminium can) unavailability,540,168,11,5940,1848
SO252883,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1413,HoReCa,44.0,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,10,5,1,0,0,Packaging (aluminium can) unavailability,470,150,5,2350,750
SO252884,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1304,General-Trade,44.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,41,41,1,1,1,None,360,104,0,0,0
SO252885,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1014,Modern-Trade,5.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,14,4,1,0,0,Packaging (aluminium can) unavailability,540,168,10,5400,1680
SO252886,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1125,Modern-Trade,30.8,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,28,9,1,0,0,Packaging (aluminium can) unavailability,520,160,19,9880,3040
SO252887,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1073,Quick-Commerce,41.4,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,2,2,1,1,1,None,430,132,0,0,0
SO252888,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1196,General-Trade,23.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,17,17,1,1,1,None,360,104,0,0,0
SO252889,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1268,Quick-Commerce,39.3,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,6,3,1,0,0,Packaging (aluminium can) unavailability,470,150,3,1410,450
SO252890,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1458,General-Trade,11.2,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,53,53,1,1,1,None,430,132,0,0,0
SO252891,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1435,Quick-Commerce,25.4,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,13,4,1,0,0,Packaging (aluminium can) unavailability,470,150,9,4230,1350
SO252892,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1234,HoReCa,18.1,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO252893,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1138,General-Trade,16.5,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,16,16,1,1,1,None,430,132,0,0,0
SO252894,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1272,Quick-Commerce,15.3,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,8,8,1,1,1,None,360,104,0,0,0
SO252895,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1273,General-Trade,9.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,23,23,1,1,1,None,350,100,0,0,0
SO252896,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1413,HoReCa,44.0,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,20,9,1,0,0,Packaging (aluminium can) unavailability,540,168,11,5940,1848
SO252897,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1111,Quick-Commerce,43.2,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,2,2,1,1,1,None,430,132,0,0,0
SO252898,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1359,General-Trade,31.6,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,51,15,1,0,0,Packaging (aluminium can) unavailability,520,160,36,18720,5760
SO252899,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1070,Quick-Commerce,11.3,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,2,1,0,0,Packaging (aluminium can) unavailability,540,168,2,1080,336
SO252900,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1242,Quick-Commerce,44.7,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,7,4,1,0,0,Packaging (aluminium can) unavailability,520,160,3,1560,480
SO252901,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1501,HoReCa,20.8,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,15,9,1,0,0,Packaging (aluminium can) unavailability,470,150,6,2820,900
SO252902,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1298,General-Trade,29.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,9,3,1,0,0,Packaging (aluminium can) unavailability,470,150,6,2820,900
SO252903,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1346,HoReCa,24.5,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,9,4,1,0,0,Packaging (aluminium can) unavailability,540,168,5,2700,840
SO252904,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1313,Modern-Trade,14.6,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,14,7,1,0,0,Packaging (aluminium can) unavailability,520,160,7,3640,1120
SO252905,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1414,Quick-Commerce,39.8,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,7,3,1,0,0,Packaging (aluminium can) unavailability,520,160,4,2080,640
SO252906,2026-04-29,2026-04-30,2026-05-01,BLR-East,CUST1340,Quick-Commerce,31.2,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,5,2,0,0,0,Packaging (aluminium can) unavailability,540,168,3,1620,504
SO252907,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1300,General-Trade,14.0,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,19,19,1,1,1,None,430,132,0,0,0
SO252908,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1189,Quick-Commerce,12.5,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,6,3,1,0,0,Packaging (aluminium can) unavailability,500,150,3,1500,450
SO252909,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1424,General-Trade,5.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,20,20,1,1,1,None,350,100,0,0,0
SO252910,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1475,Modern-Trade,38.9,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,15,15,1,1,1,None,430,132,0,0,0
SO252911,2026-04-29,2026-04-30,2026-05-01,BLR-East,CUST1269,Quick-Commerce,14.1,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,7,7,0,1,0,Vehicle unavailability,350,100,0,0,0
SO252912,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1050,Quick-Commerce,29.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO252913,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1024,General-Trade,9.2,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,27,14,1,0,0,Packaging (aluminium can) unavailability,470,150,13,6110,1950
SO252914,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1314,Modern-Trade,28.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,14,14,1,1,1,None,350,100,0,0,0
SO252915,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1271,Quick-Commerce,9.3,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,4,4,1,1,1,None,360,104,0,0,0
SO252916,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1189,Quick-Commerce,12.5,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,12,6,1,0,0,Packaging (aluminium can) unavailability,470,150,6,2820,900
SO252917,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1018,General-Trade,33.7,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,46,22,1,0,0,Packaging (aluminium can) unavailability,470,150,24,11280,3600
SO252918,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1511,General-Trade,31.0,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,26,11,1,0,0,Packaging (aluminium can) unavailability,520,160,15,7800,2400
SO252919,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1082,General-Trade,36.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,3,1,1,0,0,Packaging (aluminium can) unavailability,540,168,2,1080,336
SO252920,2026-04-29,2026-05-01,2026-05-02,BLR-North,CUST1188,General-Trade,26.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,32,11,0,0,0,Packaging (aluminium can) unavailability,540,168,21,11340,3528
SO252921,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1190,HoReCa,14.4,DC-PET-750,Diet Coke 750ml PET,Diet Coke,Zero,PET,10,10,1,1,1,None,450,138,0,0,0
SO252922,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1459,General-Trade,9.5,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,49,19,1,0,0,Packaging (aluminium can) unavailability,540,168,30,16200,5040
SO252923,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1061,Modern-Trade,36.6,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,9,9,1,1,1,None,350,100,0,0,0
SO252924,2026-04-29,2026-05-01,2026-05-03,BLR-East,CUST1337,General-Trade,36.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,44,44,0,1,0,Late dispatch from DC,360,104,0,0,0
SO252925,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1362,Quick-Commerce,38.1,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,6,6,1,1,1,None,430,132,0,0,0
SO252926,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1135,Quick-Commerce,43.1,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,10,6,1,0,0,Packaging (aluminium can) unavailability,540,168,4,2160,672
SO252927,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1500,General-Trade,18.7,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,60,60,1,1,1,None,350,100,0,0,0
SO252928,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1438,General-Trade,31.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,32,21,1,0,0,DC stock-out (forecast miss),360,104,11,3960,1144
SO252929,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1225,HoReCa,20.1,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,7,2,1,0,0,Packaging (aluminium can) unavailability,470,150,5,2350,750
SO252930,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1348,General-Trade,30.8,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,31,31,1,1,1,None,360,104,0,0,0
SO252931,2026-04-29,2026-05-01,2026-05-01,BLR-North,CUST1372,Modern-Trade,7.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,4,1,1,0,0,Packaging (aluminium can) unavailability,540,168,3,1620,504
SO252932,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1271,Quick-Commerce,9.3,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,4,4,1,1,1,None,350,100,0,0,0
SO252933,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1356,General-Trade,22.9,CZ-CAN-300,Coke Zero 300ml Can,Coke Zero,Zero,CAN,104,51,1,0,0,Packaging (aluminium can) unavailability,520,160,53,27560,8480
SO252934,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1163,Quick-Commerce,21.0,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,4,2,1,0,0,Packaging (aluminium can) unavailability,470,150,2,940,300
SO252935,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1192,Quick-Commerce,8.9,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,5,1,1,0,0,Packaging (aluminium can) unavailability,500,150,4,2000,600
SO252936,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1506,Modern-Trade,20.1,CC-CAN-300,Coca-Cola 300ml Can,Coca-Cola,Reg,CAN,62,28,1,0,0,Packaging (aluminium can) unavailability,500,150,34,17000,5100
SO252937,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1158,General-Trade,40.7,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,19,19,1,1,1,None,360,104,0,0,0
SO252938,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1291,Quick-Commerce,29.0,TU-PET-750,Thums Up 750ml PET,Thums Up,Reg,PET,3,3,1,1,1,None,350,100,0,0,0
SO252939,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1274,General-Trade,15.6,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,26,10,1,0,0,Packaging (aluminium can) unavailability,470,150,16,7520,2400
SO252940,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1032,Modern-Trade,44.7,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,13,6,1,0,0,Packaging (aluminium can) unavailability,540,168,7,3780,1176
SO252941,2026-04-29,2026-05-01,2026-05-01,BLR-South,CUST1110,Modern-Trade,17.9,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,18,8,1,0,0,Packaging (aluminium can) unavailability,540,168,10,5400,1680
SO252942,2026-04-29,2026-04-30,2026-04-30,BLR-East,CUST1286,Quick-Commerce,20.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,1,1,1,1,1,None,360,104,0,0,0
SO252943,2026-04-29,2026-04-30,2026-04-30,BLR-South,CUST1289,Quick-Commerce,20.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,20,20,1,1,1,None,360,104,0,0,0
SO252944,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1473,Quick-Commerce,29.4,CC-PET-750,Coca-Cola 750ml PET,Coca-Cola,Reg,PET,5,5,1,1,1,None,360,104,0,0,0
SO252945,2026-04-29,2026-05-01,2026-05-01,BLR-East,CUST1335,General-Trade,6.9,DC-CAN-250,Diet Coke 250ml Can,Diet Coke,Zero,CAN,27,12,1,0,0,Packaging (aluminium can) unavailability,470,150,15,7050,2250
SO252946,2026-04-29,2026-04-30,2026-05-02,BLR-North,CUST1226,Quick-Commerce,41.8,CZ-PET-750,Coke Zero 750ml PET,Coke Zero,Zero,PET,10,10,0,1,0,Late dispatch from DC,430,132,0,0,0
SO252947,2026-04-29,2026-04-30,2026-04-30,BLR-North,CUST1515,Quick-Commerce,19.5,DC-CAN-300,Diet Coke 300ml Can,Diet Coke,Zero,CAN,12,5,1,0,0,Packaging (aluminium can) unavailability,540,168,7,3780,1176
